code,name,level_0,eps,roe,fcff,ocf_to_profit,free_cashflow,grossprofit_margin,debt_to_assets,current_ratio,industry_name_L1_L2_L3
<<<<<<< HEAD
SH600009,上海机场,5,0.056661004610531425,0.1179325406454744,0.01989808298956564,0.17823343848580442,0.38170347003154576,0.003397233681145353,0.05823829167677748,0.7257947100218394,0.051807813637466636
SH600029,南方航空,22,0.04707595243872846,0.07716573647173017,0.008493084202863382,0.17823343848580442,0.008493084202863382,0.016258189759767047,0.9109439456442611,0.030332443581654937,0.5524144625090998
SH600070,浙江富润,50,0.04307206988595001,0.07595243872846397,0.46493569521960687,0.17823343848580442,0.44066974035428297,0.11963115748604708,0.41252123271050717,0.6711963115748605,0.7830623635040039
SH600078,*ST澄星,57,0.004125212327105072,0.001455957291919437,0.044649356952196066,0.17823343848580442,0.04270808056297015,0.17422955593302597,0.9917495753457899,0.022082018927444796,0.26886677990778934
SH600088,中视传媒,65,0.09997573404513467,0.09803445765590876,0.49551079834991507,0.17823343848580442,0.4717301625818976,0.011890317884008735,0.2856102887648629,0.618053870419801,0.17168163067216696
SH600090,*ST济堂,67,0.019170104343605922,0.02984712448434846,0.9417617083232225,0.17823343848580442,0.8374181024023295,0.17228827954380005,0.4899296287308906,0.4404270808056297,0.3728463965057025
SH600093,*ST易见,69,0.0002426595486532395,0.000970638194612958,0.9885950012132978,0.17823343848580442,0.7325891773841301,0.04222276146566367,0.9961174472215482,0.08711477796651299,0.051807813637466636
SH600105,永鼎股份,80,0.07813637466634311,0.06721669497694734,0.8791555447706867,0.17823343848580442,0.8587721426838146,0.04367871875758311,0.7563698131521476,0.20249939335112838,0.8852220334870177
SH600108,亚盛集团,83,0.07692307692307693,0.06964329046347974,0.6469303567095365,0.17823343848580442,0.6202378063576802,0.13370541130793498,0.6644018442125698,0.421499636010677,0.7687454501334627
SH600112,*ST天成,87,0.08250424654210144,0.006794467362290706,0.7197282213055084,0.17823343848580442,0.6903664159184664,0.1400145595729192,0.9927202135404029,0.0196554234409124,0.7418102402329532
SH600115,中国东航,90,0.04950254792526086,0.06891531181752002,0.02402329531667071,0.17823343848580442,0.02402329531667071,0.005823829167677748,0.9403057510313031,0.016500849308420287,0.5524144625090998
SH600119,长江投资,94,0.0920892987139044,0.04149478281970396,0.40281485076437756,0.17823343848580442,0.3520990050958505,0.14511041009463724,0.6098034457655909,0.3056297015287552,0.6495996117447221
SH600121,郑州煤电,96,0.04683329289007523,0.033487017714147055,0.9395777723853433,0.17823343848580442,0.9252608590148023,0.16500849308420287,0.94831351613686,0.05265712205775297,0.6303081776267896
SH600122,ST宏图,97,0.011647658335355497,0.005338510070371269,0.885464693035671,0.17823343848580442,0.8667799077893715,0.09730647900994904,0.9786459597185149,0.17799077893715118,0.9640863867993206
SH600136,当代文体,109,0.004367871875758311,0.020868721184178596,0.9014802232467848,0.17823343848580442,0.884494054841058,0.006066488716330988,0.9136132006794467,0.05362776025236593,0.051807813637466636
SH600138,中青旅,111,0.0914826498422713,0.12327105071584567,0.1982528512496967,0.17823343848580442,0.17811210871147778,0.3297743266197525,0.636253336568794,0.16379519534093667,0.5342149963601067
SH600139,ST西源,112,0.0939092453288037,0.01455957291919437,0.8670225673380247,0.17823343848580442,0.8461538461538461,0.9223489444309634,0.9279301140499878,0.0828682358650813,0.051807813637466636
SH600146,*ST环球,116,0.04234409123999029,0.01989808298956564,0.2623149720941519,0.17823343848580442,0.22955593302596458,0.005581169619024508,0.6590633341421985,0.5969424896869692,0.5439213783062363
SH600172,黄河旋风,139,0.051443824314486776,0.05314244115505945,0.20043678718757582,0.17823343848580442,0.17981072555205047,0.3453045377335598,0.8636253336568794,0.06527541858772143,0.9102159669983014
SH600192,长城电工,156,0.07595243872846397,0.09366658578015045,0.39966027663188547,0.17823343848580442,0.3489444309633584,0.17592817277359865,0.7782091725309391,0.29191943702984713,0.7418102402329532
SH600198,*ST大唐,161,0.01989808298956564,0.14389711235137104,0.8694491628245572,0.17823343848580442,0.8485804416403786,0.6231497209415191,0.993933511283669,0.03470031545741325,0.39225916039796166
SH600200,江苏吴中,163,0.050715845668527056,0.05799563212812424,0.10919679689395778,0.17823343848580442,0.09293860713419073,0.5971851492356224,0.6403785488958991,0.4847124484348459,0.30502305265712204
SH600213,亚星客车,174,0.049987867022567335,0.004367871875758311,0.7590390681873331,0.17823343848580442,0.7287066246056783,0.1161125940305751,0.9885950012132978,0.2647415675806843,0.5560543557388983
SH600221,*ST海航,181,0.0024265954865323952,0.0007279786459597186,0.0036398932297985924,0.17823343848580442,0.003397233681145353,0.0036398932297985924,0.9936908517350158,0.025721912157243388,0.5524144625090998
SH600225,*ST松江,184,0.0021839359378791555,0.14389711235137104,0.49065760737685027,0.17823343848580442,0.4661489929628731,0.7551565154088813,0.9956321281242417,0.0368842513952924,0.8002911914583839
SH600226,ST瀚叶,185,0.0946372239747634,0.04659063334142199,0.23101189031788402,0.17823343848580442,0.20359136132006794,0.22591603979616598,0.08687211841785974,0.6944916282455714,0.6792040766804174
SH600239,*ST云城,198,0.0184421256976462,0.0024265954865323952,0.9895656394079106,0.17823343848580442,0.9873817034700315,0.8427566124727008,0.988837660761951,0.09730647900994904,0.5154088813394807
